UID,KEY,DEP,ARR,CLASS,CAPACITY,DEP_TIME,ARR_TIME
4127,ZZ20240518AMDBLR4957,AMD,BLR,EC,72,1716027540,1716069000
4128,ZZ20240519AMDBLR4957,AMD,BLR,FC,18,1716113940,1716155400
4129,ZZ20240519AMDBLR4957,AMD,BLR,BC,36,1716113940,1716155400
4130,ZZ20240519AMDBLR4957,AMD,BLR,PC,54,1716113940,1716155400
4131,ZZ20240519AMDBLR4957,AMD,BLR,EC,72,1716113940,1716155400
4132,ZZ20240521AMDBLR4957,AMD,BLR,FC,18,1716286740,1716328200
4133,ZZ20240521AMDBLR4957,AMD,BLR,BC,36,1716286740,1716328200
4134,ZZ20240521AMDBLR4957,AMD,BLR,PC,54,1716286740,1716328200
4135,ZZ20240521AMDBLR4957,AMD,BLR,EC,72,1716286740,1716328200
4136,ZZ20240523AMDBLR4957,AMD,BLR,FC,18,1716459540,1716501000
4137,ZZ20240523AMDBLR4957,AMD,BLR,BC,36,1716459540,1716501000
4138,ZZ20240523AMDBLR4957,AMD,BLR,PC,54,1716459540,1716501000
4139,ZZ20240523AMDBLR4957,AMD,BLR,EC,72,1716459540,1716501000
4140,ZZ20240525AMDBLR4957,AMD,BLR,FC,18,1716632340,1716673800
4141,ZZ20240525AMDBLR4957,AMD,BLR,BC,36,1716632340,1716673800
4142,ZZ20240525AMDBLR4957,AMD,BLR,PC,54,1716632340,1716673800
4143,ZZ20240525AMDBLR4957,AMD,BLR,EC,72,1716632340,1716673800
4144,ZZ20240526AMDBLR4957,AMD,BLR,FC,18,1716718740,1716760200
4145,ZZ20240526AMDBLR4957,AMD,BLR,BC,36,1716718740,1716760200
4146,ZZ20240526AMDBLR4957,AMD,BLR,PC,54,1716718740,1716760200
4147,ZZ20240526AMDBLR4957,AMD,BLR,EC,72,1716718740,1716760200
4148,ZZ20240528AMDBLR4957,AMD,BLR,FC,18,1716891540,1716933000
4149,ZZ20240528AMDBLR4957,AMD,BLR,BC,36,1716891540,1716933000
4150,ZZ20240528AMDBLR4957,AMD,BLR,PC,54,1716891540,1716933000
4151,ZZ20240528AMDBLR4957,AMD,BLR,EC,72,1716891540,1716933000
4152,ZZ20240530AMDBLR4957,AMD,BLR,FC,18,1717064340,1717105800
4153,ZZ20240530AMDBLR4957,AMD,BLR,BC,36,1717064340,1717105800
4154,ZZ20240530AMDBLR4957,AMD,BLR,PC,54,1717064340,1717105800
4155,ZZ20240530AMDBLR4957,AMD,BLR,EC,72,1717064340,1717105800
4156,ZZ20240601AMDBLR4957,AMD,BLR,FC,18,1717237140,1717278600
4157,ZZ20240601AMDBLR4957,AMD,BLR,BC,36,1717237140,1717278600
4158,ZZ20240601AMDBLR4957,AMD,BLR,PC,54,1717237140,1717278600
4159,ZZ20240601AMDBLR4957,AMD,BLR,EC,72,1717237140,1717278600
4160,ZZ20240602AMDBLR4957,AMD,BLR,FC,18,1717323540,1717365000
4161,ZZ20240602AMDBLR4957,AMD,BLR,BC,36,1717323540,1717365000
4162,ZZ20240602AMDBLR4957,AMD,BLR,PC,54,1717323540,1717365000
4163,ZZ20240602AMDBLR4957,AMD,BLR,EC,72,1717323540,1717365000
4164,ZZ20240604AMDBLR4957,AMD,BLR,FC,18,1717496340,1717537800
4165,ZZ20240604AMDBLR4957,AMD,BLR,BC,36,1717496340,1717537800
4166,ZZ20240604AMDBLR4957,AMD,BLR,PC,54,1717496340,1717537800
4167,ZZ20240604AMDBLR4957,AMD,BLR,EC,72,1717496340,1717537800
4168,ZZ20240606AMDBLR4957,AMD,BLR,FC,18,1717669140,1717710600
4169,ZZ20240606AMDBLR4957,AMD,BLR,BC,36,1717669140,1717710600
4170,ZZ20240606AMDBLR4957,AMD,BLR,PC,54,1717669140,1717710600
4171,ZZ20240606AMDBLR4957,AMD,BLR,EC,72,1717669140,1717710600
4172,ZZ20240608AMDBLR4957,AMD,BLR,FC,18,1717841940,1717883400
4173,ZZ20240608AMDBLR4957,AMD,BLR,BC,36,1717841940,1717883400
4174,ZZ20240608AMDBLR4957,AMD,BLR,PC,54,1717841940,1717883400
4175,ZZ20240608AMDBLR4957,AMD,BLR,EC,72,1717841940,1717883400
4176,ZZ20240609AMDBLR4957,AMD,BLR,FC,18,1717928340,1717969800
4177,ZZ20240609AMDBLR4957,AMD,BLR,BC,36,1717928340,1717969800
4178,ZZ20240609AMDBLR4957,AMD,BLR,PC,54,1717928340,1717969800
4179,ZZ20240609AMDBLR4957,AMD,BLR,EC,72,1717928340,1717969800
4180,ZZ20240611AMDBLR4957,AMD,BLR,FC,18,1718101140,1718142600
4181,ZZ20240611AMDBLR4957,AMD,BLR,BC,36,1718101140,1718142600
4182,ZZ20240611AMDBLR4957,AMD,BLR,PC,54,1718101140,1718142600
4183,ZZ20240611AMDBLR4957,AMD,BLR,EC,72,1718101140,1718142600
4184,ZZ20240613AMDBLR4957,AMD,BLR,FC,18,1718273940,1718315400
4185,ZZ20240613AMDBLR4957,AMD,BLR,BC,36,1718273940,1718315400
4186,ZZ20240613AMDBLR4957,AMD,BLR,PC,54,1718273940,1718315400
4187,ZZ20240613AMDBLR4957,AMD,BLR,EC,72,1718273940,1718315400
4188,ZZ20240615AMDBLR4957,AMD,BLR,FC,18,1718446740,1718488200
4189,ZZ20240615AMDBLR4957,AMD,BLR,BC,36,1718446740,1718488200
4190,ZZ20240615AMDBLR4957,AMD,BLR,PC,54,1718446740,1718488200
4191,ZZ20240615AMDBLR4957,AMD,BLR,EC,72,1718446740,1718488200
4192,ZZ20240616AMDBLR4957,AMD,BLR,FC,18,1718533140,1718574600
4193,ZZ20240616AMDBLR4957,AMD,BLR,BC,36,1718533140,1718574600
4194,ZZ20240616AMDBLR4957,AMD,BLR,PC,54,1718533140,1718574600
4195,ZZ20240616AMDBLR4957,AMD,BLR,EC,72,1718533140,1718574600
4196,ZZ20240618AMDBLR4957,AMD,BLR,FC,18,1718705940,1718747400
4197,ZZ20240618AMDBLR4957,AMD,BLR,BC,36,1718705940,1718747400
4198,ZZ20240618AMDBLR4957,AMD,BLR,PC,54,1718705940,1718747400
4199,ZZ20240618AMDBLR4957,AMD,BLR,EC,72,1718705940,1718747400
4200,ZZ20240620AMDBLR4957,AMD,BLR,FC,18,1718878740,1718920200
4201,ZZ20240620AMDBLR4957,AMD,BLR,BC,36,1718878740,1718920200
4202,ZZ20240620AMDBLR4957,AMD,BLR,PC,54,1718878740,1718920200
4203,ZZ20240620AMDBLR4957,AMD,BLR,EC,72,1718878740,1718920200
4204,ZZ20240622AMDBLR4957,AMD,BLR,FC,18,1719051540,1719093000
4205,ZZ20240622AMDBLR4957,AMD,BLR,BC,36,1719051540,1719093000
4206,ZZ20240622AMDBLR4957,AMD,BLR,PC,54,1719051540,1719093000
4207,ZZ20240622AMDBLR4957,AMD,BLR,EC,72,1719051540,1719093000
4208,ZZ20240623AMDBLR4957,AMD,BLR,FC,18,1719137940,1719179400
4209,ZZ20240623AMDBLR4957,AMD,BLR,BC,36,1719137940,1719179400
4210,ZZ20240623AMDBLR4957,AMD,BLR,PC,54,1719137940,1719179400
4211,ZZ20240623AMDBLR4957,AMD,BLR,EC,72,1719137940,1719179400
4212,ZZ20240625AMDBLR4957,AMD,BLR,FC,18,1719310740,1719352200
4213,ZZ20240625AMDBLR4957,AMD,BLR,BC,36,1719310740,1719352200
4214,ZZ20240625AMDBLR4957,AMD,BLR,PC,54,1719310740,1719352200
4215,ZZ20240625AMDBLR4957,AMD,BLR,EC,72,1719310740,1719352200
4216,ZZ20240627AMDBLR4957,AMD,BLR,FC,18,1719483540,1719525000
4217,ZZ20240627AMDBLR4957,AMD,BLR,BC,36,1719483540,1719525000
4218,ZZ20240627AMDBLR4957,AMD,BLR,PC,54,1719483540,1719525000
4219,ZZ20240627AMDBLR4957,AMD,BLR,EC,72,1719483540,1719525000
4220,ZZ20240629AMDBLR4957,AMD,BLR,FC,18,1719656340,1719697800
4221,ZZ20240629AMDBLR4957,AMD,BLR,BC,36,1719656340,1719697800
4222,ZZ20240629AMDBLR4957,AMD,BLR,PC,54,1719656340,1719697800
4223,ZZ20240629AMDBLR4957,AMD,BLR,EC,72,1719656340,1719697800
4224,ZZ20240630AMDBLR4957,AMD,BLR,FC,18,1719742740,1719784200
4225,ZZ20240630AMDBLR4957,AMD,BLR,BC,36,1719742740,1719784200
4226,ZZ20240630AMDBLR4957,AMD,BLR,PC,54,1719742740,1719784200
4227,ZZ20240630AMDBLR4957,AMD,BLR,EC,72,1719742740,1719784200
4228,ZZ20240413BOMDEL3869,BOM,DEL,FC,9,1712992800,1713000240
4229,ZZ20240413BOMDEL3869,BOM,DEL,BC,18,1712992800,1713000240
4230,ZZ20240413BOMDEL3869,BOM,DEL,PC,27,1712992800,1713000240
4231,ZZ20240413BOMDEL3869,BOM,DEL,EC,36,1712992800,1713000240
4232,ZZ20240415BOMDEL3869,BOM,DEL,FC,9,1713165600,1713173040
4233,ZZ20240415BOMDEL3869,BOM,DEL,BC,18,1713165600,1713173040
4234,ZZ20240415BOMDEL3869,BOM,DEL,PC,27,1713165600,1713173040
4235,ZZ20240415BOMDEL3869,BOM,DEL,EC,36,1713165600,1713173040
4236,ZZ20240420BOMDEL3869,BOM,DEL,FC,9,1713597600,1713605040
4237,ZZ20240420BOMDEL3869,BOM,DEL,BC,18,1713597600,1713605040
4238,ZZ20240420BOMDEL3869,BOM,DEL,PC,27,1713597600,1713605040
4239,ZZ20240420BOMDEL3869,BOM,DEL,EC,36,1713597600,1713605040
4240,ZZ20240422BOMDEL3869,BOM,DEL,FC,9,1713770400,1713777840
4241,ZZ20240422BOMDEL3869,BOM,DEL,BC,18,1713770400,1713777840
4242,ZZ20240422BOMDEL3869,BOM,DEL,PC,27,1713770400,1713777840
4243,ZZ20240422BOMDEL3869,BOM,DEL,EC,36,1713770400,1713777840
4244,ZZ20240427BOMDEL3869,BOM,DEL,FC,9,1714202400,1714209840
4245,ZZ20240427BOMDEL3869,BOM,DEL,BC,18,1714202400,1714209840
4246,ZZ20240427BOMDEL3869,BOM,DEL,PC,27,1714202400,1714209840
4247,ZZ20240427BOMDEL3869,BOM,DEL,EC,36,1714202400,1714209840
4248,ZZ20240429BOMDEL3869,BOM,DEL,FC,9,1714375200,1714382640
4249,ZZ20240429BOMDEL3869,BOM,DEL,BC,18,1714375200,1714382640
4250,ZZ20240429BOMDEL3869,BOM,DEL,PC,27,1714375200,1714382640
4251,ZZ20240429BOMDEL3869,BOM,DEL,EC,36,1714375200,1714382640
4252,ZZ20240504BOMDEL3869,BOM,DEL,FC,9,1714807200,1714814640
4253,ZZ20240504BOMDEL3869,BOM,DEL,BC,18,1714807200,1714814640
4254,ZZ20240504BOMDEL3869,BOM,DEL,PC,27,1714807200,1714814640
4255,ZZ20240504BOMDEL3869,BOM,DEL,EC,36,1714807200,1714814640
4256,ZZ20240506BOMDEL3869,BOM,DEL,FC,9,1714980000,1714987440
4257,ZZ20240506BOMDEL3869,BOM,DEL,BC,18,1714980000,1714987440
4258,ZZ20240506BOMDEL3869,BOM,DEL,PC,27,1714980000,1714987440
4259,ZZ20240506BOMDEL3869,BOM,DEL,EC,36,1714980000,1714987440
4260,ZZ20240511BOMDEL3869,BOM,DEL,FC,9,1715412000,1715419440
4261,ZZ20240511BOMDEL3869,BOM,DEL,BC,18,1715412000,1715419440
4262,ZZ20240511BOMDEL3869,BOM,DEL,PC,27,1715412000,1715419440
4263,ZZ20240511BOMDEL3869,BOM,DEL,EC,36,1715412000,1715419440
4264,ZZ20240513BOMDEL3869,BOM,DEL,FC,9,1715584800,1715592240
4265,ZZ20240513BOMDEL3869,BOM,DEL,BC,18,1715584800,1715592240
4266,ZZ20240513BOMDEL3869,BOM,DEL,PC,27,1715584800,1715592240
4267,ZZ20240513BOMDEL3869,BOM,DEL,EC,36,1715584800,1715592240
4268,ZZ20240518BOMDEL3869,BOM,DEL,FC,9,1716016800,1716024240
4269,ZZ20240518BOMDEL3869,BOM,DEL,BC,18,1716016800,1716024240
4270,ZZ20240518BOMDEL3869,BOM,DEL,PC,27,1716016800,1716024240
4271,ZZ20240518BOMDEL3869,BOM,DEL,EC,36,1716016800,1716024240
4272,ZZ20240520BOMDEL3869,BOM,DEL,FC,9,1716189600,1716197040
4273,ZZ20240520BOMDEL3869,BOM,DEL,BC,18,1716189600,1716197040
4274,ZZ20240520BOMDEL3869,BOM,DEL,PC,27,1716189600,1716197040
4275,ZZ20240520BOMDEL3869,BOM,DEL,EC,36,1716189600,1716197040
4276,ZZ20240525BOMDEL3869,BOM,DEL,FC,9,1716621600,1716629040
4277,ZZ20240525BOMDEL3869,BOM,DEL,BC,18,1716621600,1716629040
4278,ZZ20240525BOMDEL3869,BOM,DEL,PC,27,1716621600,1716629040
4279,ZZ20240525BOMDEL3869,BOM,DEL,EC,36,1716621600,1716629040
4280,ZZ20240527BOMDEL3869,BOM,DEL,FC,9,1716794400,1716801840
4281,ZZ20240527BOMDEL3869,BOM,DEL,BC,18,1716794400,1716801840
4282,ZZ20240527BOMDEL3869,BOM,DEL,PC,27,1716794400,1716801840
4283,ZZ20240527BOMDEL3869,BOM,DEL,EC,36,1716794400,1716801840
4284,ZZ20240505BOMCCU3779,BOM,CCU,FC,20,1714874400,1714896780
4285,ZZ20240505BOMCCU3779,BOM,CCU,BC,41,1714874400,1714896780
4286,ZZ20240505BOMCCU3779,BOM,CCU,PC,62,1714874400,1714896780
4287,ZZ20240505BOMCCU3779,BOM,CCU,EC,83,1714874400,1714896780
4288,ZZ20240509BOMCCU3779,BOM,CCU,FC,20,1715220000,1715242380
4289,ZZ20240509BOMCCU3779,BOM,CCU,BC,41,1715220000,1715242380
4290,ZZ20240509BOMCCU3779,BOM,CCU,PC,62,1715220000,1715242380
4291,ZZ20240509BOMCCU3779,BOM,CCU,EC,83,1715220000,1715242380
4292,ZZ20240511BOMCCU3779,BOM,CCU,FC,20,1715392800,1715415180
4293,ZZ20240511BOMCCU3779,BOM,CCU,BC,41,1715392800,1715415180
4294,ZZ20240511BOMCCU3779,BOM,CCU,PC,62,1715392800,1715415180
4295,ZZ20240511BOMCCU3779,BOM,CCU,EC,83,1715392800,1715415180
4296,ZZ20240512BOMCCU3779,BOM,CCU,FC,20,1715479200,1715501580
4297,ZZ20240512BOMCCU3779,BOM,CCU,BC,41,1715479200,1715501580
4298,ZZ20240512BOMCCU3779,BOM,CCU,PC,62,1715479200,1715501580
4299,ZZ20240512BOMCCU3779,BOM,CCU,EC,83,1715479200,1715501580
4300,ZZ20240516BOMCCU3779,BOM,CCU,FC,20,1715824800,1715847180
4301,ZZ20240516BOMCCU3779,BOM,CCU,BC,41,1715824800,1715847180
4302,ZZ20240516BOMCCU3779,BOM,CCU,PC,62,1715824800,1715847180
4303,ZZ20240516BOMCCU3779,BOM,CCU,EC,83,1715824800,1715847180
4304,ZZ20240518BOMCCU3779,BOM,CCU,FC,20,1715997600,1716019980
4305,ZZ20240518BOMCCU3779,BOM,CCU,BC,41,1715997600,1716019980
4306,ZZ20240518BOMCCU3779,BOM,CCU,PC,62,1715997600,1716019980
4307,ZZ20240518BOMCCU3779,BOM,CCU,EC,83,1715997600,1716019980
4308,ZZ20240519BOMCCU3779,BOM,CCU,FC,20,1716084000,1716106380
4309,ZZ20240519BOMCCU3779,BOM,CCU,BC,41,1716084000,1716106380
4310,ZZ20240519BOMCCU3779,BOM,CCU,PC,62,1716084000,1716106380
4311,ZZ20240519BOMCCU3779,BOM,CCU,EC,83,1716084000,1716106380
4312,ZZ20240523BOMCCU3779,BOM,CCU,FC,20,1716429600,1716451980
4313,ZZ20240523BOMCCU3779,BOM,CCU,BC,41,1716429600,1716451980
4314,ZZ20240523BOMCCU3779,BOM,CCU,PC,62,1716429600,1716451980
4315,ZZ20240523BOMCCU3779,BOM,CCU,EC,83,1716429600,1716451980
4316,ZZ20240525BOMCCU3779,BOM,CCU,FC,20,1716602400,1716624780
4317,ZZ20240525BOMCCU3779,BOM,CCU,BC,41,1716602400,1716624780
4318,ZZ20240525BOMCCU3779,BOM,CCU,PC,62,1716602400,1716624780
4319,ZZ20240525BOMCCU3779,BOM,CCU,EC,83,1716602400,1716624780
4320,ZZ20240526BOMCCU3779,BOM,CCU,FC,20,1716688800,1716711180
4321,ZZ20240526BOMCCU3779,BOM,CCU,BC,41,1716688800,1716711180
4322,ZZ20240526BOMCCU3779,BOM,CCU,PC,62,1716688800,1716711180
4323,ZZ20240526BOMCCU3779,BOM,CCU,EC,83,1716688800,1716711180
4324,ZZ20240530BOMCCU3779,BOM,CCU,FC,20,1717034400,1717056780
4325,ZZ20240530BOMCCU3779,BOM,CCU,BC,41,1717034400,1717056780
4326,ZZ20240530BOMCCU3779,BOM,CCU,PC,62,1717034400,1717056780
4327,ZZ20240530BOMCCU3779,BOM,CCU,EC,83,1717034400,1717056780
4328,ZZ20240601BOMCCU3779,BOM,CCU,FC,20,1717207200,1717229580
4329,ZZ20240601BOMCCU3779,BOM,CCU,BC,41,1717207200,1717229580
4330,ZZ20240601BOMCCU3779,BOM,CCU,PC,62,1717207200,1717229580
4331,ZZ20240601BOMCCU3779,BOM,CCU,EC,83,1717207200,1717229580
4332,ZZ20240602BOMCCU3779,BOM,CCU,FC,20,1717293600,1717315980
4333,ZZ20240602BOMCCU3779,BOM,CCU,BC,41,1717293600,1717315980
4334,ZZ20240602BOMCCU3779,BOM,CCU,PC,62,1717293600,1717315980
4335,ZZ20240602BOMCCU3779,BOM,CCU,EC,83,1717293600,1717315980
4336,ZZ20240606BOMCCU3779,BOM,CCU,FC,20,1717639200,1717661580
4337,ZZ20240606BOMCCU3779,BOM,CCU,BC,41,1717639200,1717661580
4338,ZZ20240606BOMCCU3779,BOM,CCU,PC,62,1717639200,1717661580
4339,ZZ20240606BOMCCU3779,BOM,CCU,EC,83,1717639200,1717661580
4340,ZZ20240608BOMCCU3779,BOM,CCU,FC,20,1717812000,1717834380
4341,ZZ20240608BOMCCU3779,BOM,CCU,BC,41,1717812000,1717834380
4342,ZZ20240608BOMCCU3779,BOM,CCU,PC,62,1717812000,1717834380
4343,ZZ20240608BOMCCU3779,BOM,CCU,EC,83,1717812000,1717834380
4344,ZZ20240609BOMCCU3779,BOM,CCU,FC,20,1717898400,1717920780
4345,ZZ20240609BOMCCU3779,BOM,CCU,BC,41,1717898400,1717920780
4346,ZZ20240609BOMCCU3779,BOM,CCU,PC,62,1717898400,1717920780
4347,ZZ20240609BOMCCU3779,BOM,CCU,EC,83,1717898400,1717920780
4348,ZZ20240613BOMCCU3779,BOM,CCU,FC,20,1718244000,1718266380
4349,ZZ20240613BOMCCU3779,BOM,CCU,BC,41,1718244000,1718266380
4350,ZZ20240613BOMCCU3779,BOM,CCU,PC,62,1718244000,1718266380
4351,ZZ20240613BOMCCU3779,BOM,CCU,EC,83,1718244000,1718266380
4352,ZZ20240615BOMCCU3779,BOM,CCU,FC,20,1718416800,1718439180
4353,ZZ20240615BOMCCU3779,BOM,CCU,BC,41,1718416800,1718439180
4354,ZZ20240615BOMCCU3779,BOM,CCU,PC,62,1718416800,1718439180
4355,ZZ20240615BOMCCU3779,BOM,CCU,EC,83,1718416800,1718439180
4356,ZZ20240616BOMCCU3779,BOM,CCU,FC,20,1718503200,1718525580
4357,ZZ20240616BOMCCU3779,BOM,CCU,BC,41,1718503200,1718525580
4358,ZZ20240616BOMCCU3779,BOM,CCU,PC,62,1718503200,1718525580
4359,ZZ20240616BOMCCU3779,BOM,CCU,EC,83,1718503200,1718525580
4360,ZZ20240407DELBOM4516,DEL,BOM,FC,27,1712467740,1712505060
4361,ZZ20240407DELBOM4516,DEL,BOM,BC,55,1712467740,1712505060
4362,ZZ20240407DELBOM4516,DEL,BOM,PC,83,1712467740,1712505060
4363,ZZ20240407DELBOM4516,DEL,BOM,EC,111,1712467740,1712505060
4364,ZZ20240408DELBOM4516,DEL,BOM,FC,27,1712554140,1712591460
4365,ZZ20240408DELBOM4516,DEL,BOM,BC,55,1712554140,1712591460
4366,ZZ20240408DELBOM4516,DEL,BOM,PC,83,1712554140,1712591460
4367,ZZ20240408DELBOM4516,DEL,BOM,EC,111,1712554140,1712591460
4368,ZZ20240414DELBOM4516,DEL,BOM,FC,27,1713072540,1713109860
4369,ZZ20240414DELBOM4516,DEL,BOM,BC,55,1713072540,1713109860
4370,ZZ20240414DELBOM4516,DEL,BOM,PC,83,1713072540,1713109860
4371,ZZ20240414DELBOM4516,DEL,BOM,EC,111,1713072540,1713109860
4372,ZZ20240415DELBOM4516,DEL,BOM,FC,27,1713158940,1713196260
4373,ZZ20240415DELBOM4516,DEL,BOM,BC,55,1713158940,1713196260
4374,ZZ20240415DELBOM4516,DEL,BOM,PC,83,1713158940,1713196260
4375,ZZ20240415DELBOM4516,DEL,BOM,EC,111,1713158940,1713196260
4376,ZZ20240421DELBOM4516,DEL,BOM,FC,27,1713677340,1713714660
4377,ZZ20240421DELBOM4516,DEL,BOM,BC,55,1713677340,1713714660
4378,ZZ20240421DELBOM4516,DEL,BOM,PC,83,1713677340,1713714660
4379,ZZ20240421DELBOM4516,DEL,BOM,EC,111,1713677340,1713714660
4380,ZZ20240422DELBOM4516,DEL,BOM,FC,27,1713763740,1713801060
4381,ZZ20240422DELBOM4516,DEL,BOM,BC,55,1713763740,1713801060
4382,ZZ20240422DELBOM4516,DEL,BOM,PC,83,1713763740,1713801060
4383,ZZ20240422DELBOM4516,DEL,BOM,EC,111,1713763740,1713801060
4384,ZZ20240428DELBOM4516,DEL,BOM,FC,27,1714282140,1714319460
4385,ZZ20240428DELBOM4516,DEL,BOM,BC,55,1714282140,1714319460
4386,ZZ20240428DELBOM4516,DEL,BOM,PC,83,1714282140,1714319460
4387,ZZ20240428DELBOM4516,DEL,BOM,EC,111,1714282140,1714319460
4388,ZZ20240429DELBOM4516,DEL,BOM,FC,27,1714368540,1714405860
4389,ZZ20240429DELBOM4516,DEL,BOM,BC,55,1714368540,1714405860
4390,ZZ20240429DELBOM4516,DEL,BOM,PC,83,1714368540,1714405860
4391,ZZ20240429DELBOM4516,DEL,BOM,EC,111,1714368540,1714405860
4392,ZZ20240505DELBOM4516,DEL,BOM,FC,27,1714886940,1714924260
4393,ZZ20240505DELBOM4516,DEL,BOM,BC,55,1714886940,1714924260
4394,ZZ20240505DELBOM4516,DEL,BOM,PC,83,1714886940,1714924260
4395,ZZ20240505DELBOM4516,DEL,BOM,EC,111,1714886940,1714924260
4396,ZZ20240506DELBOM4516,DEL,BOM,FC,27,1714973340,1715010660
4397,ZZ20240506DELBOM4516,DEL,BOM,BC,55,1714973340,1715010660
4398,ZZ20240506DELBOM4516,DEL,BOM,PC,83,1714973340,1715010660
4399,ZZ20240506DELBOM4516,DEL,BOM,EC,111,1714973340,1715010660
4400,ZZ20240512DELBOM4516,DEL,BOM,FC,27,1715491740,1715529060
4401,ZZ20240512DELBOM4516,DEL,BOM,BC,55,1715491740,1715529060
4402,ZZ20240512DELBOM4516,DEL,BOM,PC,83,1715491740,1715529060
4403,ZZ20240512DELBOM4516,DEL,BOM,EC,111,1715491740,1715529060
4404,ZZ20240513DELBOM4516,DEL,BOM,FC,27,1715578140,1715615460
4405,ZZ20240513DELBOM4516,DEL,BOM,BC,55,1715578140,1715615460
4406,ZZ20240513DELBOM4516,DEL,BOM,PC,83,1715578140,1715615460
4407,ZZ20240513DELBOM4516,DEL,BOM,EC,111,1715578140,1715615460
4408,ZZ20240416HYDDEL2294,HYD,DEL,FC,20,1713250140,1713334800
4409,ZZ20240416HYDDEL2294,HYD,DEL,BC,41,1713250140,1713334800
4410,ZZ20240416HYDDEL2294,HYD,DEL,PC,62,1713250140,1713334800
4411,ZZ20240416HYDDEL2294,HYD,DEL,EC,83,1713250140,1713334800
4412,ZZ20240417HYDDEL2294,HYD,DEL,FC,20,1713336540,1713421200
4413,ZZ20240417HYDDEL2294,HYD,DEL,BC,41,1713336540,1713421200
4414,ZZ20240417HYDDEL2294,HYD,DEL,PC,62,1713336540,1713421200
4415,ZZ20240417HYDDEL2294,HYD,DEL,EC,83,1713336540,1713421200
4416,ZZ20240418HYDDEL2294,HYD,DEL,FC,20,1713422940,1713507600
4417,ZZ20240418HYDDEL2294,HYD,DEL,BC,41,1713422940,1713507600
4418,ZZ20240418HYDDEL2294,HYD,DEL,PC,62,1713422940,1713507600
4419,ZZ20240418HYDDEL2294,HYD,DEL,EC,83,1713422940,1713507600
4420,ZZ20240420HYDDEL2294,HYD,DEL,FC,20,1713595740,1713680400
4421,ZZ20240420HYDDEL2294,HYD,DEL,BC,41,1713595740,1713680400
4422,ZZ20240420HYDDEL2294,HYD,DEL,PC,62,1713595740,1713680400
4423,ZZ20240420HYDDEL2294,HYD,DEL,EC,83,1713595740,1713680400
4424,ZZ20240423HYDDEL2294,HYD,DEL,FC,20,1713854940,1713939600
4425,ZZ20240423HYDDEL2294,HYD,DEL,BC,41,1713854940,1713939600
4426,ZZ20240423HYDDEL2294,HYD,DEL,PC,62,1713854940,1713939600
4427,ZZ20240423HYDDEL2294,HYD,DEL,EC,83,1713854940,1713939600
4428,ZZ20240424HYDDEL2294,HYD,DEL,FC,20,1713941340,1714026000
4429,ZZ20240424HYDDEL2294,HYD,DEL,BC,41,1713941340,1714026000
4430,ZZ20240424HYDDEL2294,HYD,DEL,PC,62,1713941340,1714026000
4431,ZZ20240424HYDDEL2294,HYD,DEL,EC,83,1713941340,1714026000
4432,ZZ20240425HYDDEL2294,HYD,DEL,FC,20,1714027740,1714112400
4433,ZZ20240425HYDDEL2294,HYD,DEL,BC,41,1714027740,1714112400
4434,ZZ20240425HYDDEL2294,HYD,DEL,PC,62,1714027740,1714112400
4435,ZZ20240425HYDDEL2294,HYD,DEL,EC,83,1714027740,1714112400
4436,ZZ20240427HYDDEL2294,HYD,DEL,FC,20,1714200540,1714285200
4437,ZZ20240427HYDDEL2294,HYD,DEL,BC,41,1714200540,1714285200
4438,ZZ20240427HYDDEL2294,HYD,DEL,PC,62,1714200540,1714285200
4439,ZZ20240427HYDDEL2294,HYD,DEL,EC,83,1714200540,1714285200
4440,ZZ20240430HYDDEL2294,HYD,DEL,FC,20,1714459740,1714544400
4441,ZZ20240430HYDDEL2294,HYD,DEL,BC,41,1714459740,1714544400
4442,ZZ20240430HYDDEL2294,HYD,DEL,PC,62,1714459740,1714544400
4443,ZZ20240430HYDDEL2294,HYD,DEL,EC,83,1714459740,1714544400
4444,ZZ20240501HYDDEL2294,HYD,DEL,FC,20,1714546140,1714630800
4445,ZZ20240501HYDDEL2294,HYD,DEL,BC,41,1714546140,1714630800
4446,ZZ20240501HYDDEL2294,HYD,DEL,PC,62,1714546140,1714630800
4447,ZZ20240501HYDDEL2294,HYD,DEL,EC,83,1714546140,1714630800
4448,ZZ20240502HYDDEL2294,HYD,DEL,FC,20,1714632540,1714717200
4449,ZZ20240502HYDDEL2294,HYD,DEL,BC,41,1714632540,1714717200
4450,ZZ20240502HYDDEL2294,HYD,DEL,PC,62,1714632540,1714717200
4451,ZZ20240502HYDDEL2294,HYD,DEL,EC,83,1714632540,1714717200
4452,ZZ20240504HYDDEL2294,HYD,DEL,FC,20,1714805340,1714890000
4453,ZZ20240504HYDDEL2294,HYD,DEL,BC,41,1714805340,1714890000
4454,ZZ20240504HYDDEL2294,HYD,DEL,PC,62,1714805340,1714890000
4455,ZZ20240504HYDDEL2294,HYD,DEL,EC,83,1714805340,1714890000
4456,ZZ20240507HYDDEL2294,HYD,DEL,FC,20,1715064540,1715149200
4457,ZZ20240507HYDDEL2294,HYD,DEL,BC,41,1715064540,1715149200
4458,ZZ20240507HYDDEL2294,HYD,DEL,PC,62,1715064540,1715149200
4459,ZZ20240507HYDDEL2294,HYD,DEL,EC,83,1715064540,1715149200
