IDX,PNR,KEY,CNT,SCORE,FK,UID
45144,NJNI35,ZZ20240629HYDIDR4830,6,1000,0,6915
45145,NJNI35,ZZ20240615IDRHYD3455,6,500,0,6807
45146,NBBA80,ZZ20240519IDRHYD2795,3,500,0,6291
45147,NBBA80,ZZ20240520HYDIDR4830,3,500,0,6823
45148,NBBA80,ZZ20240521IDRHYD2795,3,500,0,6295
45149,YWGS29,ZZ20240519IDRHYD2795,6,500,0,6291
45150,YWGS29,ZZ20240527HYDAMD4335,6,500,0,831
45151,YWGS29,ZZ20240528AMDHYD4780,6,1000,0,4035
45152,GBXL74,ZZ20240519IDRHYD2795,6,500,0,6291
45153,XDGB92,ZZ20240519IDRHYD2795,5,500,0,6291
45154,XDGB92,ZZ20240604HYDAMD4335,5,500,0,855
45155,QNSM97,ZZ20240519IDRHYD2795,7,500,0,6291
45156,QNSM97,ZZ20240604HYDDEL2297,7,500,0,3871
45157,ZPJB82,ZZ20240519IDRHYD2795,4,1000,0,6291
45158,SAQY62,ZZ20240518GOIBOM4529,2,3850,0,5452
45159,VLHK36,ZZ20240518GOIBOM4529,4,8200,0,5452
45160,HPVX28,ZZ20240518GOIBOM4529,2,5600,0,5452
45161,LHCI49,ZZ20240518GOIBOM4529,1,1550,1,5452
45162,PRBZ96,ZZ20240518GOIBOM4529,2,5100,0,5452
45163,WVWZ98,ZZ20240518GOIBOM4529,1,1350,1,5453
45164,TLMC28,ZZ20240518GOIBOM4529,1,1350,1,5453
45165,YIUT20,ZZ20240518GOIBOM4529,3,1700,0,5453
45166,KRRT77,ZZ20240518GOIBOM4529,3,4650,0,5453
45167,QTPU52,ZZ20240518GOIBOM4529,1,2350,1,5453
45168,LEQJ43,ZZ20240518GOIBOM4529,2,3850,0,5453
45169,PYAB60,ZZ20240518GOIBOM4529,1,4550,0,5453
45170,YEFW85,ZZ20240518GOIBOM4529,3,6200,0,5453
45171,GQNR59,ZZ20240518GOIBOM4529,3,3950,0,5453
45172,RJJD83,ZZ20240518GOIBOM4529,3,4200,0,5453
45173,RRRM11,ZZ20240518GOIBOM4529,1,4350,0,5453
45174,DDXX80,ZZ20240518GOIBOM4529,1,1350,1,5453
45175,DYYX53,ZZ20240518GOIBOM4529,4,10250,0,5453
45176,HHMI26,ZZ20240518GOIBOM4529,2,1900,0,5453
45177,CNHA45,ZZ20240518GOIBOM4529,3,3450,0,5453
45178,HKCA11,ZZ20240518GOIBOM4529,1,2350,1,5453
45179,TQEN87,ZZ20240518GOIBOM4529,4,8800,0,5454
45180,XMWO22,ZZ20240518GOIBOM4529,9,20050,0,5454
45181,UTTS16,ZZ20240518GOIBOM4529,9,16550,0,5454
45182,NBNK17,ZZ20240518GOIBOM4529,6,11900,0,5454
45183,ENNZ30,ZZ20240518GOIBOM4529,6,9400,0,5454
45184,HVBV88,ZZ20240518GOIBOM4529,4,6800,0,5454
45185,HKSN32,ZZ20240518GOIBOM4529,8,8000,0,5454
45186,LQHB86,ZZ20240518GOIBOM4529,2,1200,0,5454
45187,UKOC85,ZZ20240518GOIBOM4529,1,650,1,5454
45188,JLEI66,ZZ20240518GOIBOM4529,4,5650,0,5455
45189,RECU33,ZZ20240518GOIBOM4529,7,8850,0,5455
45190,KMLN40,ZZ20240518GOIBOM4529,2,2100,0,5455
45191,DUPZ20,ZZ20240518GOIBOM4529,7,11100,0,5455
45192,PHMT85,ZZ20240518GOIBOM4529,5,8200,0,5455
45193,BAMF12,ZZ20240518GOIBOM4529,4,5400,0,5455
45194,TAGN85,ZZ20240518GOIBOM4529,2,2800,0,5455
45195,WRRB40,ZZ20240518GOIBOM4529,8,15150,0,5455
45196,MKSE54,ZZ20240518GOIBOM4529,2,4350,0,5455
45197,XWRC77,ZZ20240518GOIBOM4529,4,6200,0,5455
45198,SPBQ86,ZZ20240518GOIBOM4529,7,15550,0,5455
45199,DIMJ90,ZZ20240518GOIBOM4529,3,5150,0,5455
45200,NQSR62,ZZ20240518GOIBOM4529,8,17650,0,5455
45201,HPVX28,ZZ20240519BOMCCU3779,2,1000,0,4308
45202,LHCI49,ZZ20240521BOMPNQ2977,1,1000,1,5252
45203,PRBZ96,ZZ20240519BOMHYD2933,2,1000,0,1940
45204,PRBZ96,ZZ20240608HYDIDR4830,2,1500,0,6864
45205,PRBZ96,ZZ20240609IDRHYD2792,2,1000,0,5588
45206,WVWZ98,ZZ20240520BOMBLR3556,1,800,1,2113
45207,TLMC28,ZZ20240521BOMPNQ2977,1,800,1,5253
45208,TLMC28,ZZ20240522PNQGOI2702,1,800,1,7777
45209,YIUT20,ZZ20240519BOMDEL2019,3,1300,0,3249
45210,YIUT20,ZZ20240529DELMAA2093,3,800,0,2293
45211,YIUT20,ZZ20240530MAAHYD3027,3,800,0,1597
45212,KRRT77,ZZ20240519BOMDEL2019,3,1300,0,3249
45213,QTPU52,ZZ20240519BOMHYD2933,1,800,1,1941
45214,QTPU52,ZZ20240610HYDIDR4830,1,800,1,6869
45215,PYAB60,ZZ20240519BOMHYD2933,1,800,1,1941
45216,PYAB60,ZZ20240520HYDAMD4335,1,800,1,809
45217,PYAB60,ZZ20240521AMDBLR3782,1,800,1,3585
45218,YEFW85,ZZ20240519BOMMAA3355,3,800,0,1193
45219,YEFW85,ZZ20240520MAABOM3229,3,800,0,4101
45220,YEFW85,ZZ20240524BOMMAA3355,3,800,0,1197
45221,RJJD83,ZZ20240519BOMDEL2019,3,800,0,3249
45222,RRRM11,ZZ20240519BOMAMD4704,1,800,1,4897
45223,RRRM11,ZZ20240615AMDHYD4341,1,800,1,4969
45224,RRRM11,ZZ20240616HYDDEL2297,1,800,1,3897
45225,DDXX80,ZZ20240519BOMAMD4704,1,800,1,4897
45226,DDXX80,ZZ20240612AMDHYD4780,1,1300,0,4061
45227,DDXX80,ZZ20240615HYDDEL2297,1,800,1,3893
45228,DYYX53,ZZ20240519BOMDEL2019,4,1300,0,3249
45229,TQEN87,ZZ20240519BOMHYD2933,4,600,0,1942
45230,UTTS16,ZZ20240519BOMHYD2933,9,600,0,1942
45231,UTTS16,ZZ20240525HYDAMD4335,9,600,0,826
45232,ENNZ30,ZZ20240519BOMDEL2019,6,600,0,3250
45233,HKSN32,ZZ20240519BOMAMD4704,8,600,0,4898
45234,HKSN32,ZZ20240627AMDHYD4341,8,600,0,4990
45235,HKSN32,ZZ20240528HYDAMD4335,8,600,0,834
45236,LQHB86,ZZ20240519BOMHYD2933,2,600,0,1942
45237,LQHB86,ZZ20240529HYDAMD4335,2,600,0,838
45238,UKOC85,ZZ20240520BOMBLR3556,1,600,1,2114
45239,UKOC85,ZZ20240521BLRHYD2811,1,1100,0,2898
45240,JLEI66,ZZ20240519BOMAMD4704,4,1000,0,4899
45241,JLEI66,ZZ20240630AMDBLR4957,4,500,0,4227
45242,RECU33,ZZ20240519BOMDEL2019,7,500,0,3251
45243,KMLN40,ZZ20240519BOMDEL2019,2,500,0,3251
45244,DUPZ20,ZZ20240519BOMMAA3355,7,500,0,1195
45245,DUPZ20,ZZ20240520MAACCU4838,7,1000,0,3107
45246,PHMT85,ZZ20240520BOMBLR3556,5,500,0,2115
45247,WRRB40,ZZ20240519BOMCCU3779,8,500,0,4311
45248,MKSE54,ZZ20240519BOMMAA3355,2,500,0,1195
45249,MKSE54,ZZ20240519MAATRV2008,2,500,0,5151
45250,XWRC77,ZZ20240519BOMMAA3355,4,500,0,1195
45251,SPBQ86,ZZ20240519BOMDEL2019,7,500,0,3251
45252,DIMJ90,ZZ20240519BOMDEL2019,3,500,0,3251
45253,SKED79,ZZ20240518BLRDEL2257,8,14650,0,3446
45254,PTPC70,ZZ20240518BLRDEL2257,2,3200,0,3446
45255,DKGC41,ZZ20240518BLRDEL2257,3,5250,0,3446
45256,XYWB97,ZZ20240518BLRDEL2257,2,1600,0,3447
45257,SKED79,ZZ20240519DELBLR3152,8,600,0,1314
45258,DKGC41,ZZ20240519DELBLR3152,3,600,0,1314
45259,KOTP17,ZZ20240518HYDIDR4122,1,2550,1,5384
45260,FTCI60,ZZ20240518HYDIDR4122,1,1050,1,5384
45261,OMUO35,ZZ20240518HYDIDR4122,3,5400,0,5384
45262,NZUP97,ZZ20240518HYDIDR4122,1,2050,0,5384
45263,QOGC41,ZZ20240518HYDIDR4122,3,6800,0,5384
45264,HKWC10,ZZ20240518HYDIDR4122,2,4600,0,5384
45265,EUPS35,ZZ20240518HYDIDR4122,4,7750,0,5385
45266,KNZU72,ZZ20240518HYDIDR4122,4,9750,0,5385
45267,JOOV10,ZZ20240518HYDIDR4122,1,2350,1,5385
45268,KSES43,ZZ20240518HYDIDR4122,4,4750,0,5385
45269,GOHK90,ZZ20240518HYDIDR4122,3,7900,0,5385
45270,BRXM11,ZZ20240518HYDIDR4122,4,4000,0,5385
45271,RZQW92,ZZ20240518HYDIDR4122,8,9750,0,5386
45272,NOAZ71,ZZ20240518HYDIDR4122,6,7650,0,5386
45273,UVBF20,ZZ20240518HYDIDR4122,4,9300,0,5386
45274,YPPR66,ZZ20240518HYDIDR4122,6,13600,0,5386
45275,XPPU36,ZZ20240518HYDIDR4122,5,3600,0,5386
45276,OYHW87,ZZ20240518HYDIDR4122,1,1150,1,5386
45277,QSFK82,ZZ20240518HYDIDR4122,3,7100,0,5387
45278,PFAP14,ZZ20240518HYDIDR4122,7,13850,0,5387
45279,AQAU88,ZZ20240518HYDIDR4122,3,3650,0,5387
45280,VPVH55,ZZ20240518HYDIDR4122,8,13400,0,5387
45281,HGHC95,ZZ20240518HYDIDR4122,5,7250,0,5387
45282,NWYB80,ZZ20240518HYDIDR4122,8,16900,0,5387
45283,YELV67,ZZ20240518HYDIDR4122,3,3400,0,5387
45284,EAEQ54,ZZ20240518HYDIDR4122,4,4650,0,5387
45285,ZGRG33,ZZ20240518HYDIDR4122,1,2550,1,5387
45286,FTCI60,ZZ20240519IDRHYD2795,1,1000,1,6288
45287,NZUP97,ZZ20240519IDRHYD2795,1,1000,1,6288
45288,NZUP97,ZZ20240523HYDCJB2880,1,1000,1,6232
45289,NZUP97,ZZ20240603CJBHYD2679,1,1000,1,7256
45290,EUPS35,ZZ20240519IDRHYD2795,4,800,0,6289
45291,EUPS35,ZZ20240629HYDDEL2297,4,800,0,3925
45292,EUPS35,ZZ20240524DELBLR3152,4,800,0,1325
45293,KNZU72,ZZ20240519IDRHYD2795,4,1300,0,6289
45294,JOOV10,ZZ20240519IDRHYD2795,1,800,1,6289
45295,GOHK90,ZZ20240519IDRHYD2795,3,800,0,6289
45296,GOHK90,ZZ20240626HYDDEL2297,3,800,0,3921
45297,GOHK90,ZZ20240627DELMAA3440,3,800,0,1881
45298,BRXM11,ZZ20240519IDRHYD2795,4,800,0,6289
45299,RZQW92,ZZ20240519IDRHYD2795,8,600,0,6290
45300,RZQW92,ZZ20240605HYDAMD4335,8,600,0,858
45301,NOAZ71,ZZ20240519IDRHYD2795,6,600,0,6290
45302,OYHW87,ZZ20240519IDRHYD2795,1,600,1,6290
45303,OYHW87,ZZ20240607HYDAMD4335,1,1100,0,862
45304,OYHW87,ZZ20240608AMDHYD4341,1,1100,0,4958
45305,QSFK82,ZZ20240519IDRHYD2795,3,500,0,6291
45306,QSFK82,ZZ20240522HYDAMD4335,3,500,0,819
45307,QSFK82,ZZ20240523AMDHYD4341,3,1000,0,4931
45308,PFAP14,ZZ20240519IDRHYD2795,7,500,0,6291
45309,PFAP14,ZZ20240528HYDCCU3772,7,500,0,3775
45310,PFAP14,ZZ20240529CCUBLR3294,7,1000,0,1155
45311,ZGRG33,ZZ20240519IDRHYD2795,1,500,1,6291
45312,IWIE78,ZZ20240518BLRDEL4246,3,5650,0,2464
45313,YLSN74,ZZ20240518BLRDEL4246,1,1550,0,2464
45314,UCST81,ZZ20240518BLRDEL4246,2,3600,0,2464
45315,FEUD67,ZZ20240518BLRDEL4246,2,3850,0,2464
45316,TOPT15,ZZ20240518BLRDEL4246,4,6700,0,2464
45317,PZKF22,ZZ20240518BLRDEL4246,1,4050,0,2464
45318,DMKM86,ZZ20240518BLRDEL4246,1,4050,0,2464
45319,GLFP41,ZZ20240518BLRDEL4246,4,6450,0,2464
45320,EYDP56,ZZ20240518BLRDEL4246,3,4400,0,2464
45321,OVWJ44,ZZ20240518BLRDEL4246,3,6900,0,2464
45322,GQLS19,ZZ20240518BLRDEL4246,3,5150,0,2464
45323,QVFF75,ZZ20240518BLRDEL4246,2,6400,0,2465
45324,JEKU89,ZZ20240518BLRDEL4246,3,8650,0,2465
45325,WWVT30,ZZ20240518BLRDEL4246,1,3600,0,2465
45326,LMXL85,ZZ20240518BLRDEL4246,1,2050,0,2465
45327,JHEX98,ZZ20240518BLRDEL4246,3,8700,0,2465
45328,OEUN23,ZZ20240518BLRDEL4246,4,7500,0,2465
45329,MABM26,ZZ20240518BLRDEL4246,2,6900,0,2465
45330,CTPT72,ZZ20240518BLRDEL4246,3,2950,0,2465
45331,PDBR65,ZZ20240518BLRDEL4246,1,3100,0,2465
45332,UDKI29,ZZ20240518BLRDEL4246,2,3900,0,2465
45333,VWXK41,ZZ20240518BLRDEL4246,4,9250,0,2465
45334,CPBF41,ZZ20240518BLRDEL4246,2,3150,0,2465
45335,ZPDO48,ZZ20240518BLRDEL4246,2,1600,0,2465
45336,DYEY30,ZZ20240518BLRDEL4246,3,5950,0,2465
45337,BKYL48,ZZ20240518BLRDEL4246,1,1350,0,2465
45338,CDEG97,ZZ20240518BLRDEL4246,3,9200,0,2465
45339,RUZS71,ZZ20240518BLRDEL4246,4,7000,0,2465
45340,ZIDJ55,ZZ20240518BLRDEL4246,2,5400,0,2465
45341,UFHY95,ZZ20240518BLRDEL4246,4,7500,0,2465
45342,SZRA32,ZZ20240518BLRDEL4246,3,5150,0,2465
45343,UYMD68,ZZ20240518BLRDEL4246,2,6400,0,2465
45344,VQOJ50,ZZ20240518BLRDEL4246,2,5650,0,2465
45345,WWFY60,ZZ20240518BLRDEL4246,4,6800,0,2466
45346,ANKO94,ZZ20240518BLRDEL4246,2,3450,0,2466
45347,QUBP10,ZZ20240518BLRDEL4246,1,2150,0,2466
45348,CBQL46,ZZ20240518BLRDEL4246,8,11500,0,2466
45349,RPAA42,ZZ20240518BLRDEL4246,6,7400,0,2466
45350,FFVX83,ZZ20240518BLRDEL4246,5,12100,0,2466
45351,FXCW57,ZZ20240518BLRDEL4246,1,1650,0,2466
45352,VJVG12,ZZ20240518BLRDEL4246,2,2200,0,2466
45353,JVQL46,ZZ20240518BLRDEL4246,1,1650,0,2466
45354,YARV34,ZZ20240518BLRDEL4246,7,15900,0,2466
45355,OSUJ31,ZZ20240518BLRDEL4246,8,9750,0,2466
45356,NNZS81,ZZ20240518BLRDEL4246,3,7450,0,2466
45357,NWCZ98,ZZ20240518BLRDEL4246,5,9100,0,2466
45358,GRWV35,ZZ20240518BLRDEL4246,8,8200,0,2466
45359,RVQZ26,ZZ20240518BLRDEL4246,6,15350,0,2466
45360,TESF70,ZZ20240518BLRDEL4246,9,16000,0,2466
45361,YGHP30,ZZ20240518BLRDEL4246,5,13450,0,2467
45362,VENE95,ZZ20240518BLRDEL4246,4,4450,0,2467
45363,UIRZ36,ZZ20240518BLRDEL4246,6,11550,0,2467
45364,RKQM90,ZZ20240518BLRDEL4246,3,7150,0,2467
45365,HPMM51,ZZ20240518BLRDEL4246,5,9250,0,2467
45366,KOHA39,ZZ20240518BLRDEL4246,1,3550,0,2467
45367,RCSU43,ZZ20240518BLRDEL4246,4,7650,0,2467
45368,OVPR14,ZZ20240518BLRDEL4246,7,12600,0,2467
45369,WOLF71,ZZ20240518BLRDEL4246,5,6250,0,2467
45370,HSNA49,ZZ20240518BLRDEL4246,1,2800,0,2467
45371,RUGG27,ZZ20240518BLRDEL4246,9,10950,0,2467
45372,JCWG96,ZZ20240518BLRDEL4246,8,13400,0,2467
45373,JKXW28,ZZ20240518BLRDEL4246,6,13300,0,2467
45374,ARFA26,ZZ20240518BLRDEL4246,1,3050,0,2467
45375,CYAE39,ZZ20240518BLRDEL4246,2,3600,0,2467
45376,MKCG67,ZZ20240518BLRDEL4246,5,9000,0,2467
45377,JNFC83,ZZ20240518BLRDEL4246,7,9850,0,2467
45378,DBHF17,ZZ20240518BLRDEL4246,7,12850,0,2467
45379,NSCP25,ZZ20240518BLRDEL4246,5,8750,0,2467
45380,KESS47,ZZ20240518BLRDEL4246,7,8600,0,2467
45381,OYQO51,ZZ20240518BLRDEL4246,3,3150,0,2467
45382,MVRV26,ZZ20240518BLRDEL4246,2,1100,0,2467
45383,ENLZ10,ZZ20240518BLRDEL4246,1,3550,0,2467
45384,YLSN74,ZZ20240519DELBLR3152,1,1500,0,1312
45385,QVFF75,ZZ20240519DELBLR3152,2,800,0,1313
45386,JEKU89,ZZ20240519DELBLR3152,3,800,0,1313
45387,WWVT30,ZZ20240519DELMAA2093,1,800,1,2277
45388,WWVT30,ZZ20240520MAABOM3229,1,800,1,4101
45389,WWVT30,ZZ20240522BOMBLR3556,1,800,1,2121
45390,JHEX98,ZZ20240519DELBLR3152,3,800,0,1313
45391,CTPT72,ZZ20240519DELBLR3152,3,800,0,1313
45392,PDBR65,ZZ20240522DELMAA3440,1,800,1,1817
45393,PDBR65,ZZ20240518MAATRV4122,1,800,1,7169
45394,VWXK41,ZZ20240529DELAMD2973,4,1300,0,2689
45395,VWXK41,ZZ20240530AMDCCU4995,4,800,0,2197
45396,VWXK41,ZZ20240601CCUBLR3294,4,1300,0,1157
45397,CPBF41,ZZ20240522DELMAA3440,2,1300,0,1817
45398,CPBF41,ZZ20240523MAACCU4647,2,800,0,997
45399,ZPDO48,ZZ20240529DELAMD2973,2,800,0,2689
45400,ZPDO48,ZZ20240530AMDMAA4140,2,800,0,2409
45401,ZPDO48,ZZ20240603MAABOM3229,2,1300,0,4117
45402,BKYL48,ZZ20240529DELAMD2973,1,800,1,2689
45403,BKYL48,ZZ20240530AMDDEL3431,1,1300,0,4713
45404,BKYL48,ZZ20240531DELBLR3152,1,800,1,1341
45405,ZIDJ55,ZZ20240522DELMAA3440,2,800,0,1817
45406,ZIDJ55,ZZ20240523MAACCU4647,2,1300,0,997
45407,UFHY95,ZZ20240519DELBLR3152,4,800,0,1313
45408,WWFY60,ZZ20240519DELBLR3152,4,600,0,1314
45409,ANKO94,ZZ20240529DELAMD2973,2,600,0,2690
45410,ANKO94,ZZ20240530AMDHYD4341,2,600,0,4942
45411,ANKO94,ZZ20240601HYDBLR2887,2,1100,0,1694
45412,QUBP10,ZZ20240529DELAMD2973,1,600,1,2690
45413,QUBP10,ZZ20240530AMDMAA4140,1,600,1,2410
45414,QUBP10,ZZ20240519MAATRV2008,1,600,1,5150
45415,FXCW57,ZZ20240529DELAMD2973,1,600,1,2690
45416,FXCW57,ZZ20240530AMDBLR4957,1,600,1,4154
45417,NWCZ98,ZZ20240519DELBLR3152,5,600,0,1314
45418,GRWV35,ZZ20240519DELBLR3152,8,600,0,1314
45419,TESF70,ZZ20240519DELBLR3152,9,1100,0,1314
45420,YGHP30,ZZ20240522DELMAA3440,5,1000,0,1819
45421,YGHP30,ZZ20240523MAAHYD3027,5,500,0,1591
45422,YGHP30,ZZ20240525HYDBLR2887,5,500,0,1675
45423,UIRZ36,ZZ20240529DELAMD2973,6,500,0,2691
45424,UIRZ36,ZZ20240530AMDBLR4957,6,500,0,4155
45425,RKQM90,ZZ20240519DELBLR3152,3,500,0,1315
45426,HPMM51,ZZ20240522DELMAA3440,5,1000,0,1819
45427,HPMM51,ZZ20240519MAATRV2008,5,1000,0,5151
45428,KOHA39,ZZ20240519DELBLR3152,1,500,1,1315
45429,RCSU43,ZZ20240519DELBLR3152,4,1000,0,1315
45430,JCWG96,ZZ20240519DELBLR3152,8,500,0,1315
45431,CYAE39,ZZ20240525DELBOM3742,2,500,0,891
45432,CYAE39,ZZ20240521BOMBLR3556,2,500,0,2119
45433,KESS47,ZZ20240519DELBLR3152,7,1000,0,1315
45434,MVRV26,ZZ20240529DELAMD2973,2,500,0,2691
45435,MVRV26,ZZ20240530AMDBOM2678,2,500,0,3331
45436,MVRV26,ZZ20240524BOMBLR3556,2,500,0,2127
45437,ENLZ10,ZZ20240519DELBLR3152,1,500,1,1315
45438,TBEY66,ZZ20240518IDRHYD3455,4,10700,0,6756
45439,XTPU49,ZZ20240518IDRHYD3455,3,7900,0,6756
45440,LXIU22,ZZ20240518IDRHYD3455,1,3300,1,6756
45441,EICF22,ZZ20240518IDRHYD3455,2,2800,0,6756
45442,FIBH14,ZZ20240518IDRHYD3455,2,3600,0,6756
45443,ZMAW58,ZZ20240518IDRHYD3455,4,7450,0,6756
45444,QDJB91,ZZ20240518IDRHYD3455,4,10200,0,6757
45445,CFIT25,ZZ20240518IDRHYD3455,2,3400,0,6757
45446,BZKX31,ZZ20240518IDRHYD3455,1,850,1,6757
45447,MNBM16,ZZ20240518IDRHYD3455,1,3100,1,6757
45448,YCXK42,ZZ20240518IDRHYD3455,2,2900,0,6757
45449,ASYU37,ZZ20240518IDRHYD3455,3,3950,0,6757
45450,AWCX48,ZZ20240518IDRHYD3455,3,5950,0,6757
45451,CUKM80,ZZ20240518IDRHYD3455,3,5950,0,6757
45452,YTXR87,ZZ20240518IDRHYD3455,4,5250,0,6757
45453,MTWK45,ZZ20240518IDRHYD3455,1,1350,1,6757
45454,NJQK86,ZZ20240518IDRHYD3455,3,7950,0,6757
45455,HXNX90,ZZ20240518IDRHYD3455,2,2900,0,6757
45456,NWXC65,ZZ20240518IDRHYD3455,1,2600,1,6757
45457,OXHF35,ZZ20240518IDRHYD3455,2,3400,0,6757
45458,VEUF90,ZZ20240518IDRHYD3455,1,850,1,6757
45459,MVXV23,ZZ20240518IDRHYD3455,4,7450,0,6757
45460,QABB86,ZZ20240518IDRHYD3455,2,3150,0,6757
45461,EDRL76,ZZ20240518IDRHYD3455,2,4700,0,6758
45462,NDZQ55,ZZ20240518IDRHYD3455,2,3200,0,6758
45463,XMOQ95,ZZ20240518IDRHYD3455,9,18550,0,6758
45464,RSYO64,ZZ20240518IDRHYD3455,3,1250,0,6758
45465,XKDA75,ZZ20240518IDRHYD3455,7,16450,0,6758
45466,KRUL69,ZZ20240518IDRHYD3455,3,7000,0,6758
45467,NPCK43,ZZ20240518IDRHYD3455,1,2650,0,6758
45468,XZKT95,ZZ20240518IDRHYD3455,6,9400,0,6758
45469,LDCM81,ZZ20240518IDRHYD3455,8,10500,0,6758
45470,BWEL21,ZZ20240518IDRHYD3455,3,3250,0,6758
45471,KWWV61,ZZ20240518IDRHYD3455,7,11200,0,6758
45472,PMNM54,ZZ20240518IDRHYD3455,6,14900,0,6758
45473,JWVO87,ZZ20240518IDRHYD3455,6,8900,0,6758
45474,NVIG36,ZZ20240518IDRHYD3455,6,9400,0,6758
45475,SPQF93,ZZ20240518IDRHYD3455,2,2200,0,6758
45476,UAFU97,ZZ20240518IDRHYD3455,4,8550,0,6758
45477,BMOB55,ZZ20240518IDRHYD3455,7,13350,0,6759
45478,ZDUO53,ZZ20240518IDRHYD3455,3,3650,0,6759
45479,NWJR24,ZZ20240518IDRHYD3455,2,4350,0,6759
45480,LBDV63,ZZ20240518IDRHYD3455,4,4700,0,6759
45481,HVRO49,ZZ20240518IDRHYD3455,4,7200,0,6759
45482,RCVX43,ZZ20240518IDRHYD3455,7,7100,0,6759
45483,RKVP38,ZZ20240518IDRHYD3455,9,11950,0,6759
45484,NSGP42,ZZ20240518IDRHYD3455,4,3900,0,6759
45485,DYZJ60,ZZ20240518IDRHYD3455,7,9050,0,6759
45486,SYJW67,ZZ20240518IDRHYD3455,3,4400,0,6759
45487,ZZZL92,ZZ20240518IDRHYD3455,8,13900,0,6759
45488,DRVF68,ZZ20240518IDRHYD3455,4,5450,0,6759
45489,TPIX25,ZZ20240518IDRHYD3455,1,1550,0,6759
45490,RSWL25,ZZ20240518IDRHYD3455,1,2550,0,6759
45491,YDIE85,ZZ20240518IDRHYD3455,2,4350,0,6759
45492,TBEY66,ZZ20240519HYDIDR4122,4,1000,0,5388
45493,XTPU49,ZZ20240519HYDDEL2297,3,1000,0,3832
45494,LXIU22,ZZ20240519HYDIDR4122,1,1000,1,5388
45495,FIBH14,ZZ20240519HYDAMD2299,2,1000,0,3036
45496,FIBH14,ZZ20240521AMDDEL3431,2,1000,0,4684
45497,FIBH14,ZZ20240522DELBLR3152,2,1500,0,1320
45498,ZMAW58,ZZ20240519HYDAMD2299,4,1500,0,3036
45499,ZMAW58,ZZ20240520AMDHYD2223,4,1500,0,36
45500,ZMAW58,ZZ20240522HYDIDR4830,4,1000,0,6824
45501,QDJB91,ZZ20240519HYDIDR4122,4,1300,0,5389
45502,BZKX31,ZZ20240519HYDAMD2299,1,1300,0,3037
45503,BZKX31,ZZ20240520AMDBOM2678,1,800,1,3317
45504,BZKX31,ZZ20240524BOMMAA3355,1,1300,0,1197
45505,MNBM16,ZZ20240519HYDAMD2299,1,800,1,3037
45506,MNBM16,ZZ20240611AMDHYD4341,1,800,1,4961
45507,MNBM16,ZZ20240612HYDIDR4830,1,800,1,6873
45508,YCXK42,ZZ20240519HYDCCU3772,2,800,0,3753
45509,ASYU37,ZZ20240519HYDIDR4122,3,800,0,5389
45510,AWCX48,ZZ20240519HYDIDR4122,3,800,0,5389
45511,CUKM80,ZZ20240519HYDBLR2887,3,1300,0,1657
45512,CUKM80,ZZ20240617BLRDEL2257,3,800,0,3549
45513,CUKM80,ZZ20240619DELMAA3440,3,800,0,1865
45514,YTXR87,ZZ20240519HYDBLR2887,4,800,0,1657
45515,MTWK45,ZZ20240519HYDBLR2887,1,800,1,1657
45516,MTWK45,ZZ20240522BLRHYD3027,1,800,1,457
45517,NWXC65,ZZ20240519HYDIDR4122,1,800,1,5389
45518,OXHF35,ZZ20240519HYDIDR4122,2,800,0,5389
45519,MVXV23,ZZ20240519HYDIDR4122,4,800,0,5389
45520,QABB86,ZZ20240519HYDAMD2299,2,1300,0,3037
45521,QABB86,ZZ20240530AMDCCU4995,2,1300,0,2197
45522,EDRL76,ZZ20240519HYDCJB2880,2,600,0,6222
45523,EDRL76,ZZ20240603CJBHYD2679,2,1100,0,7258
45524,EDRL76,ZZ20240605HYDIDR4830,2,1100,0,6858
45525,NDZQ55,ZZ20240519HYDIDR4122,2,600,0,5390
45526,XKDA75,ZZ20240519HYDDEL2297,7,600,0,3834
45527,NPCK43,ZZ20240519HYDBLR2887,1,600,1,1658
45528,XZKT95,ZZ20240519HYDIDR4122,6,600,0,5390
45529,LDCM81,ZZ20240519HYDCCU3772,8,600,0,3754
45530,BWEL21,ZZ20240519HYDAMD2299,3,1100,0,3038
45531,BWEL21,ZZ20240523AMDCCU4995,3,600,0,2182
45532,KWWV61,ZZ20240519HYDAMD2299,7,600,0,3038
45533,KWWV61,ZZ20240520AMDBOM2678,7,600,0,3318
45534,JWVO87,ZZ20240519HYDCCU3772,6,600,0,3754
45535,SPQF93,ZZ20240519HYDAMD2299,2,600,0,3038
45536,SPQF93,ZZ20240601AMDDEL3431,2,1100,0,4718
45537,UAFU97,ZZ20240519HYDAMD2299,4,600,0,3038
45538,UAFU97,ZZ20240523AMDHYD4780,4,1100,0,4030
45539,UAFU97,ZZ20240524HYDIDR4830,4,600,0,6830
45540,BMOB55,ZZ20240519HYDIDR4122,7,500,0,5391
45541,NWJR24,ZZ20240519HYDIDR4122,2,1000,0,5391
45542,LBDV63,ZZ20240519HYDIDR4122,4,500,0,5391
45543,RCVX43,ZZ20240519HYDIDR4122,7,500,0,5391
45544,NSGP42,ZZ20240520HYDCJB2914,4,500,0,6399
45545,DYZJ60,ZZ20240519HYDIDR4122,7,500,0,5391
45546,SYJW67,ZZ20240519HYDDEL2297,3,500,0,3835
45547,SYJW67,ZZ20240531DELBLR3152,3,500,0,1343
